index	prefix_1	prefix_2	prefix_3	tree_depth	radius_A	radius_B
3048	0	6	24	1	2.335	2.155
3049	1	7	25	0	2.012	1.763
3050	2	8	26	0	2.480	2.355
3052	1	1	1	0	2.526	2.579
3053	2	2	2	0	1.962	2.036
3054	0	3	3	1	2.500	1.943
3056	2	5	5	0	2.337	2.095
3058	1	7	7	0	2.800	2.409
3060	0	0	9	2	2.575	1.701
3061	1	1	10	0	2.952	1.788
3062	2	2	11	0	2.732	2.106
3063	0	3	12	1	2.908	1.823
3070	1	1	19	0	1.286	2.390
3078	0	0	0	4	1.821	2.112
3089	2	2	11	0	2.928	1.481
3090	0	3	12	1	2.810	2.152
3096	0	0	18	2	1.750	2.887
3103	1	7	25	0	1.489	1.988
3112	1	7	7	0	1.549	1.896
3115	1	1	10	0	2.361	1.864
3118	1	4	13	0	1.883	2.622
3120	0	6	15	1	2.412	2.291
3124	1	1	19	0	2.170	1.601
3125	2	2	20	0	3.044	2.056
3131	2	8	26	0	2.444	2.122
3142	1	1	10	0	1.872	1.928
3144	0	3	12	1	2.316	2.176
3154	1	4	22	0	2.570	1.890
3155	2	5	23	0	2.691	2.418
3156	0	6	24	1	2.833	2.219
3164	2	5	5	0	2.105	1.863
3168	0	0	9	2	2.568	1.659
3169	1	1	10	0	3.448	1.804
3172	1	4	13	0	3.012	2.188
3176	2	8	17	0	2.448	1.489
3178	1	1	19	0	2.138	1.960
3182	2	5	23	0	1.659	1.527
3183	0	6	24	1	1.971	2.103
3184	1	7	25	0	2.349	2.087
3192	0	6	6	1	2.252	1.840
3198	0	3	12	1	2.136	1.906
3200	2	5	14	0	2.271	2.832
3201	0	6	15	1	3.256	1.778
3208	1	4	22	0	2.920	1.979
3217	1	4	4	0	2.929	2.218
3218	2	5	5	0	1.760	2.595
3224	2	2	11	0	1.969	2.289
3225	0	3	12	1	2.273	1.393
3231	0	0	18	2	2.347	1.606
3235	1	4	22	0	2.431	2.113
3243	0	3	3	1	1.820	1.642
3244	1	4	4	0	2.763	1.943
3246	0	6	6	1	1.849	2.130
3249	0	0	9	2	2.670	2.124
3251	2	2	11	0	2.372	2.231
3255	0	6	15	1	2.347	2.049
3262	1	4	22	0	2.233	1.357
3263	2	5	23	0	1.967	2.092
3267	0	0	0	3	1.412	2.061
3270	0	3	3	1	2.747	1.862
3272	2	5	5	0	2.408	2.806
3276	0	0	9	2	2.641	1.577
3278	2	2	11	0	2.846	2.106
3281	2	5	14	0	2.647	1.518
3283	1	7	16	0	2.098	2.500
3285	0	0	18	2	1.827	2.135
3288	0	3	21	1	1.878	2.338
3292	1	7	25	0	2.464	2.197
3293	2	8	26	0	2.790	2.603
3294	0	0	0	3	1.925	2.359
3301	1	7	7	0	2.699	2.411
3306	0	3	12	1	2.897	2.106
3308	2	5	14	0	2.227	2.114
3309	0	6	15	1	1.773	2.033
3310	1	7	16	0	2.396	2.625
3314	2	2	20	0	3.009	1.806
3316	1	4	22	0	2.411	2.166
3318	0	6	24	1	2.780	2.019
3319	1	7	25	0	2.870	2.190
3323	2	2	2	0	2.548	2.393
3334	1	4	13	0	3.290	1.983
3339	0	0	18	2	2.058	2.582
3349	1	1	1	0	3.043	2.619
3351	0	3	3	1	3.283	2.656
3352	1	4	4	0	1.833	2.214
3355	1	7	7	0	1.907	2.254
3356	2	8	8	0	3.135	2.335
3358	1	1	10	0	3.278	1.812
3361	1	4	13	0	2.089	2.350
3363	0	6	15	1	2.277	2.286
3365	2	8	17	0	2.960	2.477
3368	2	2	20	0	2.962	1.958
3371	2	5	23	0	1.999	2.245
3375	0	0	0	3	2.647	2.649
3381	0	6	6	1	2.583	2.389
3382	1	7	7	0	2.094	2.514
3384	0	0	9	2	2.636	2.006
3391	1	7	16	0	2.085	2.345
3393	0	0	18	2	2.551	2.330
3394	1	1	19	0	1.742	2.248
3396	0	3	21	1	2.978	2.312
3398	2	5	23	0	2.053	2.589
3405	0	3	3	1	1.888	2.655
3406	1	4	4	0	2.076	2.282
3411	0	0	9	2	1.699	2.335
3425	2	5	23	0	1.696	2.562
3427	1	7	25	0	3.199	2.193
3431	2	2	2	0	2.890	2.821
3437	2	8	8	0	2.662	2.298
3457	1	1	1	0	2.627	2.483
3458	2	2	2	0	2.777	2.759
3461	2	5	5	0	2.604	3.071
3462	0	6	6	1	2.094	2.765
3468	0	3	12	1	2.173	2.296
3471	0	6	15	1	2.284	2.277
3477	0	3	21	1	2.625	1.747
3479	2	5	23	0	3.059	2.484
3482	2	8	26	0	2.158	2.665
3483	0	0	0	4	2.175	2.318
3486	0	3	3	1	2.713	2.158
3488	2	5	5	0	2.763	2.649
3491	2	8	8	0	2.347	2.665
3492	0	0	9	2	3.212	2.060
3494	2	2	11	0	1.866	2.630
3495	0	3	12	1	2.045	2.026
3504	0	3	21	1	2.194	2.386
3505	1	4	22	0	1.495	2.587
3506	2	5	23	0	2.459	2.441
3507	0	6	24	1	2.195	2.394
3516	0	6	6	1	1.990	2.207
3519	0	0	9	2	3.387	1.875
3522	0	3	12	1	2.790	1.919
3531	0	3	21	1	2.600	2.159
3535	1	7	25	0	3.465	2.023
3537	0	0	0	3	2.887	2.289
3540	0	3	3	1	2.733	2.436
3542	2	5	5	0	2.562	2.626
3546	0	0	9	2	2.371	2.051
3550	1	4	13	0	2.881	2.524
3552	0	6	15	1	2.220	2.518
3557	2	2	20	0	2.740	2.367
3566	2	2	2	0	2.925	2.001
3570	0	6	6	1	2.874	2.501
3573	0	0	9	2	2.465	2.155
3579	0	6	15	1	2.506	2.515
3580	1	7	16	0	2.350	2.195
3583	1	1	19	0	2.940	2.179
3591	0	0	0	3	2.818	2.246
3592	1	1	1	0	2.796	2.374
3601	1	1	10	0	1.887	1.983
3602	2	2	11	0	2.146	2.360
3616	1	7	25	0	2.906	2.553
3618	0	0	0	3	2.593	2.676
3619	1	1	1	0	2.659	2.545
3632	2	5	14	0	3.321	2.695
3633	0	6	15	1	2.371	2.529
3634	1	7	16	0	2.192	2.466
3643	1	7	25	0	2.529	2.219
3646	1	1	1	0	2.208	2.200
3648	0	3	3	1	2.540	2.200
3655	1	1	10	0	1.669	1.792
3665	2	2	20	0	1.433	1.895
3676	1	4	4	0	2.638	2.310
3682	1	1	10	0	2.009	2.048
3687	0	6	15	1	2.117	2.046
3691	1	1	19	0	2.624	1.797
3694	1	4	22	0	2.338	1.968
3697	1	7	25	0	2.337	2.113
3700	1	1	1	0	2.463	2.716
3704	2	5	5	0	2.015	3.032
3709	1	1	10	0	3.277	1.807
3713	2	5	14	0	2.566	2.226
3715	1	7	16	0	2.428	2.231
3717	0	0	18	2	2.150	2.453
3724	1	7	25	0	1.925	2.480
3729	0	3	3	1	2.106	1.953
3730	1	4	4	0	2.503	2.242
3731	2	5	5	0	1.893	2.528
3734	2	8	8	0	2.034	2.857
3735	0	0	9	2	2.482	2.489
3736	1	1	10	0	1.877	2.188
3738	0	3	12	1	2.022	2.328
3742	1	7	16	0	2.042	1.505
3743	2	8	17	0	2.670	2.286
3748	1	4	22	0	2.978	1.990
3749	2	5	23	0	2.451	2.027
3753	0	0	0	3	2.238	2.169
3755	2	2	2	0	2.466	2.119
3759	0	6	6	1	3.285	2.123
3760	1	7	7	0	2.910	1.873
3764	2	2	11	0	2.318	1.961
3771	0	0	18	2	3.142	2.017
3773	2	2	20	0	2.623	2.045
3774	0	3	21	1	1.648	2.025
3779	2	8	26	0	2.686	2.370
3781	1	1	1	0	2.627	2.159
3782	2	2	2	0	2.261	2.477
3784	1	4	4	0	3.415	2.299
3789	0	0	9	2	1.390	2.223
3794	2	5	14	0	2.400	1.866
3797	2	8	17	0	1.923	3.016
3798	0	0	18	2	2.406	1.981
3800	2	2	20	0	2.566	2.414
3803	2	5	23	0	2.655	2.208
3805	1	7	25	0	2.854	2.492
3808	1	1	1	0	2.751	2.314
3809	2	2	2	0	2.836	2.109
3823	1	7	16	0	2.510	2.104
3832	1	7	25	0	2.208	2.479
3834	0	0	0	3	2.014	2.197
3844	1	1	10	0	2.822	2.160
3846	0	3	12	1	1.761	2.004
3847	1	4	13	0	2.658	1.872
3849	0	6	15	1	2.536	2.172
3850	1	7	16	0	2.233	2.647
3857	2	5	23	0	2.815	2.120
3858	0	6	24	1	2.890	2.316
3859	1	7	25	0	3.309	2.163
3861	0	0	0	3	1.576	2.510
3862	1	1	1	0	2.515	2.281
3868	1	7	7	0	1.522	2.536
3873	0	3	12	1	2.303	1.924
3876	0	6	15	1	2.114	2.321
3877	1	7	16	0	2.849	2.462
3879	0	0	18	2	3.808	2.050
3881	2	2	20	0	2.460	2.512
3887	2	8	26	0	1.790	2.733
3889	1	1	1	0	2.470	2.081
3893	2	5	5	0	1.788	2.311
3902	2	5	14	0	2.869	2.188
3910	1	4	22	0	2.180	2.090
3912	0	6	24	1	3.114	2.229
3913	1	7	25	0	2.304	2.182
3917	2	2	2	0	2.467	2.754
3920	2	5	5	0	2.093	2.599
3926	2	2	11	0	2.212	2.548
3928	1	4	13	0	1.938	2.717
3929	2	5	14	0	1.911	2.030
3931	1	7	16	0	1.562	1.830
3941	2	8	26	0	1.720	2.736
3944	2	2	2	0	2.919	2.711
3949	1	7	7	0	3.293	2.821
3951	0	0	9	2	3.502	2.067
3953	2	2	11	0	2.938	2.308
3956	2	5	14	0	1.310	2.561
3965	2	5	23	0	2.751	2.239
3966	0	6	24	1	3.063	2.430
3972	0	3	3	1	2.258	2.352
3976	1	7	7	0	2.623	2.443
3978	0	0	9	2	2.996	1.934
3979	1	1	10	0	2.255	2.179
3992	2	5	23	0	2.450	2.537
3993	0	6	24	1	2.122	2.846
3996	0	0	0	3	2.117	2.185
4002	0	6	6	1	1.905	2.137
4005	0	0	9	2	2.412	1.850
4014	0	0	18	2	1.495	2.223
4018	1	4	22	0	3.927	2.218
4035	0	3	12	1	2.040	2.034
4037	2	5	14	0	2.565	2.626
4038	0	6	15	1	2.014	2.166
4049	2	8	26	0	2.423	2.557
4059	0	0	9	2	2.764	2.404
4068	0	0	18	2	2.817	2.125
4071	0	3	21	1	2.811	2.199
4074	0	6	24	1	1.880	2.612
4078	1	1	1	0	2.752	2.214
4083	0	6	6	1	2.593	2.638
4085	2	8	8	0	1.837	2.733
4090	1	4	13	0	3.229	2.481
4097	2	2	20	0	2.834	2.202
4101	0	6	24	1	2.104	2.335
4106	2	2	2	0	2.574	2.763
4120	1	7	16	0	3.187	2.545
4123	1	1	19	0	2.633	2.377
4126	1	4	22	0	2.422	2.190
4134	0	3	3	1	2.038	2.119
4135	1	4	4	0	2.639	2.384
4136	2	5	5	0	2.017	2.676
4137	0	6	6	1	1.614	2.322
4142	2	2	11	0	2.644	2.642
4147	1	7	16	0	2.336	1.862
4153	1	4	22	0	1.566	2.189
4157	2	8	26	0	1.827	2.454
4159	1	1	1	0	2.324	2.602
4170	0	3	12	1	2.422	2.641
4172	2	5	14	0	2.018	2.757
4176	0	0	18	2	2.305	1.779
4182	0	6	24	1	1.934	2.562
4187	2	2	2	0	2.737	3.438
4190	2	5	5	0	2.851	3.228
4192	1	7	7	0	1.627	3.085
4201	1	7	16	0	2.835	2.838
4202	2	8	17	0	1.893	3.139
4205	2	2	20	0	3.184	2.604
4206	0	3	21	1	2.081	2.225
4207	1	4	22	0	3.437	2.286
4216	1	4	4	0	3.237	2.187
4220	2	8	8	0	1.975	2.767
4224	0	3	12	1	1.553	2.292
4225	1	4	13	0	2.556	2.394
4228	1	7	16	0	2.395	2.580
4233	0	3	21	1	2.289	2.774
4240	1	1	1	0	2.466	2.751
4252	1	4	13	0	1.895	1.817
4259	2	2	20	0	1.987	2.586
4262	2	5	23	0	2.372	2.604
4263	0	6	24	1	1.976	2.763
4270	1	4	4	0	2.072	3.063
4272	0	6	6	1	1.906	2.873
4275	0	0	9	2	2.042	2.328
4279	1	4	13	0	2.620	2.990
4281	0	6	15	1	2.585	2.495
4283	2	8	17	0	2.311	2.781
4284	0	0	18	2	2.165	2.613
4286	2	2	20	0	1.622	2.399
4288	1	4	22	0	2.337	2.194
4293	0	0	0	4	2.201	2.458
4294	1	1	1	0	2.334	2.452
4297	1	4	4	0	2.795	2.441
4299	0	6	6	1	2.207	2.855
4301	2	8	8	0	2.193	3.120
4306	1	4	13	0	2.443	2.336
4317	0	6	24	1	2.548	2.813
4318	1	7	25	0	2.240	2.828
4322	2	2	2	0	1.823	3.038
4323	0	3	3	1	1.989	2.295
4324	1	4	4	0	1.871	2.646
4330	1	1	10	0	2.406	1.959
4331	2	2	11	0	3.477	2.424
4332	0	3	12	1	2.394	2.141
4335	0	6	15	1	1.927	2.652
4340	2	2	20	0	3.316	2.244
4341	0	3	21	1	2.304	2.486
4342	1	4	22	0	2.268	2.428
4347	0	0	0	3	2.313	2.831
4348	1	1	1	0	2.324	3.210
4357	1	1	10	0	2.613	2.658
4362	0	6	15	1	2.289	2.512
4369	1	4	22	0	2.188	2.399
4370	2	5	23	0	2.628	2.788
4371	0	6	24	1	1.694	2.761
4374	0	0	0	7	1.893	2.412
4376	2	2	2	0	2.669	1.660
4384	1	1	10	0	2.162	1.841
4387	1	4	13	0	1.843	2.375
4388	2	5	14	0	2.643	2.056
4389	0	6	15	1	2.575	2.213
4393	1	1	19	0	2.195	2.215
4397	2	5	23	0	3.278	1.992
4400	2	8	26	0	1.794	2.596
4403	2	2	2	0	2.015	2.256
4406	2	5	5	0	1.436	1.797
4411	1	1	10	0	2.513	2.344
4414	1	4	13	0	2.570	2.198
4418	2	8	17	0	3.227	2.320
4419	0	0	18	2	1.803	1.701
4426	1	7	25	0	1.772	2.137
4427	2	8	26	0	2.185	1.910
4431	0	3	3	1	2.193	2.313
4437	0	0	9	2	1.566	2.178
4439	2	2	11	0	2.322	1.894
4442	2	5	14	0	2.555	1.900
4444	1	7	16	0	3.202	2.023
4445	2	8	17	0	2.021	2.581
4446	0	0	18	2	2.292	1.876
4447	1	1	19	0	1.891	1.711
4460	2	5	5	0	2.571	2.139
4466	2	2	11	0	1.848	1.643
4468	1	4	13	0	2.684	1.781
4471	1	7	16	0	2.033	2.486
4473	0	0	18	2	2.081	2.136
4476	0	3	21	1	2.902	2.665
4481	2	8	26	0	2.064	2.097
4490	2	8	8	0	1.286	2.131
4493	2	2	11	0	2.811	2.150
4494	0	3	12	1	2.392	1.693
4496	2	5	14	0	2.631	2.137
4497	0	6	15	1	2.401	2.146
4498	1	7	16	0	2.738	1.995
4501	1	1	19	0	2.200	2.139
4504	1	4	22	0	2.526	1.788
4505	2	5	23	0	2.291	2.453
4507	1	7	25	0	3.055	1.761
4508	2	8	26	0	2.471	2.770
4511	2	2	2	0	2.755	2.615
4517	2	8	8	0	2.425	2.720
4524	0	6	15	1	2.250	2.236
4525	1	7	16	0	2.809	1.787
4527	0	0	18	2	1.900	2.077
4532	2	5	23	0	1.659	2.097
4534	1	7	25	0	2.487	2.192
4535	2	8	26	0	2.079	2.851
4540	1	4	4	0	2.488	2.183
4547	2	2	11	0	2.595	2.206
4549	1	4	13	0	2.343	2.112
4550	2	5	14	0	2.015	2.092
4553	2	8	17	0	2.105	2.046
4560	0	6	24	1	2.012	2.552
4562	2	8	26	0	2.681	2.753
4572	0	0	9	2	1.604	2.494
4575	0	3	12	1	2.518	1.654
4580	2	8	17	0	2.301	2.335
4581	0	0	18	2	2.760	2.251
4585	1	4	22	0	2.151	2.022
4586	2	5	23	0	2.951	1.797
4587	0	6	24	1	1.924	2.375
4591	1	1	1	0	2.129	2.020
4593	0	3	3	1	2.814	2.154
4597	1	7	7	0	1.801	2.404
4599	0	0	9	2	2.302	1.907
4602	0	3	12	1	2.249	2.190
4607	2	8	17	0	1.617	2.538
4608	0	0	18	2	1.443	2.239
4612	1	4	22	0	2.147	2.296
4616	2	8	26	0	1.951	2.423
4631	2	5	14	0	1.854	2.210
4632	0	6	15	1	1.553	2.033
4634	2	8	17	0	1.906	2.221
4641	0	6	24	1	1.389	2.350
4642	1	7	25	0	2.115	2.568
4648	1	4	4	0	1.909	1.368
4656	0	3	12	1	2.817	1.762
4658	2	5	14	0	3.316	2.108
4660	1	7	16	0	2.096	1.980
4665	0	3	21	1	2.082	1.956
4667	2	5	23	0	2.321	1.583
4676	2	5	5	0	2.057	2.336
4678	1	7	7	0	2.407	2.200
4681	1	1	10	0	2.722	1.672
4689	0	0	18	2	2.415	1.323
4693	1	4	22	0	2.958	2.404
4694	2	5	23	0	3.926	2.515
4704	0	6	6	1	1.731	2.203
4707	0	0	9	2	2.386	2.010
4713	0	6	15	1	2.403	2.272
4721	2	5	23	0	2.131	2.422
4723	1	7	25	0	2.171	2.560
4724	2	8	26	0	2.696	2.536
4727	2	2	2	0	2.436	2.382
4730	2	5	5	0	2.953	2.101
4739	2	5	14	0	2.597	2.060
4741	1	7	16	0	2.551	1.911
4746	0	3	21	1	2.121	2.624
4756	1	4	4	0	2.219	2.152
4762	1	1	10	0	3.748	1.838
4770	0	0	18	2	2.709	1.871
4778	2	8	26	0	2.055	2.624
4779	0	0	0	4	2.337	2.503
4781	2	2	2	0	2.385	2.134
4785	0	6	6	1	2.596	2.572
4787	2	8	8	0	3.336	2.434
4790	2	2	11	0	1.986	2.110
4792	1	4	13	0	2.614	2.219
4798	1	1	19	0	2.597	2.335
4799	2	2	20	0	3.045	2.046
4812	0	6	6	1	2.100	2.200
4828	1	4	22	0	3.541	2.051
4831	1	7	25	0	1.770	2.500
4835	2	2	2	0	3.123	2.441
4839	0	6	6	1	2.019	2.118
4840	1	7	7	0	2.405	2.771
4842	0	0	9	2	3.200	2.109
4845	0	3	12	1	2.752	1.926
4850	2	8	17	0	2.073	2.585
4852	1	1	19	0	2.159	2.324
4856	2	5	23	0	2.886	2.418
4860	0	0	0	5	2.195	2.440
4869	0	0	9	2	2.279	2.253
4870	1	1	10	0	1.952	1.847
4871	2	2	11	0	2.207	2.077
4879	1	1	19	0	1.905	2.153
4880	2	2	20	0	2.611	2.323
4882	1	4	22	0	1.936	2.140
4884	0	6	24	1	2.415	2.460
4887	0	0	0	3	2.081	2.344
4888	1	1	1	0	2.325	2.201
4889	2	2	2	0	1.888	2.674
4899	0	3	12	1	2.104	2.257
4900	1	4	13	0	2.203	2.131
4901	2	5	14	0	2.550	2.332
4903	1	7	16	0	2.883	2.093
4910	2	5	23	0	3.258	1.977
4912	1	7	25	0	1.680	2.461
4917	0	3	3	1	2.561	2.299
4923	0	0	9	2	2.232	2.326
4927	1	4	13	0	2.363	2.434
4933	1	1	19	0	3.334	2.307
4937	2	5	23	0	1.804	2.645
4939	1	7	25	0	1.956	2.754
4940	2	8	26	0	1.813	2.796
4942	1	1	1	0	2.889	1.979
4943	2	2	2	0	2.640	2.137
4946	2	5	5	0	2.077	2.479
4948	1	7	7	0	2.184	2.307
4952	2	2	11	0	2.241	2.404
4960	1	1	19	0	3.371	1.849
4962	0	3	21	1	2.613	2.469
4971	0	3	3	1	2.572	1.862
4984	1	7	16	0	2.360	2.471
4985	2	8	17	0	2.337	2.637
4993	1	7	25	0	2.601	2.412
4994	2	8	26	0	1.994	2.466
5001	0	6	6	1	2.569	2.504
5003	2	8	8	0	2.743	3.137
5005	1	1	10	0	1.373	2.519
5007	0	3	12	1	2.181	1.877
5008	1	4	13	0	1.657	2.761
5009	2	5	14	0	2.244	2.414
5013	0	0	18	2	2.248	2.151
5014	1	1	19	0	2.732	2.488
5017	1	4	22	0	2.713	2.635
5019	0	6	24	1	1.744	2.744
5027	2	5	5	0	2.371	2.903
5032	1	1	10	0	1.735	2.044
5036	2	5	14	0	1.300	2.507
5038	1	7	16	0	1.950	2.433
5043	0	3	21	1	2.394	2.905
5045	2	5	23	0	2.897	2.713
5050	1	1	1	0	2.233	2.391
5052	0	3	3	1	2.127	2.297
5053	1	4	4	0	2.635	2.566
5054	2	5	5	0	2.284	2.553
5055	0	6	6	1	2.044	2.532
5058	0	0	9	2	1.921	2.537
5063	2	5	14	0	2.882	2.593
5064	0	6	15	1	2.078	2.175
5069	2	2	20	0	2.370	2.179
5070	0	3	21	1	2.212	2.236
5071	1	4	22	0	2.871	2.185
5072	2	5	23	0	2.776	2.894
5077	1	1	1	0	2.312	2.576
5078	2	2	2	0	2.078	2.784
5079	0	3	3	1	2.435	2.480
5083	1	7	7	0	2.986	2.996
5088	0	3	12	1	2.100	2.536
5091	0	6	15	1	1.654	2.629
5092	1	7	16	0	2.201	2.558
5093	2	8	17	0	1.797	3.140
5094	0	0	18	2	2.899	2.379
5098	1	4	22	0	2.177	2.775
5102	2	8	26	0	2.404	2.990
5111	2	8	8	0	2.381	2.545
5115	0	3	12	1	2.249	2.386
5122	1	1	19	0	2.210	2.381
5129	2	8	26	0	2.168	2.415
5142	0	3	12	1	1.375	2.286
5144	2	5	14	0	3.403	1.907
5146	1	7	16	0	2.308	1.809
5147	2	8	17	0	1.788	2.288
5154	0	6	24	1	2.354	2.007
5156	2	8	26	0	2.276	2.100
5157	0	0	0	3	2.144	2.124
5158	1	1	1	0	2.552	2.387
5159	2	2	2	0	3.038	2.366
5161	1	4	4	0	2.606	2.151
5164	1	7	7	0	1.438	2.042
5167	1	1	10	0	2.204	2.607
5169	0	3	12	1	2.588	1.995
5175	0	0	18	2	2.255	2.226
5176	1	1	19	0	2.835	2.372
5178	0	3	21	1	2.327	2.049
5179	1	4	22	0	2.195	2.479
5182	1	7	25	0	2.376	1.934
5183	2	8	26	0	2.367	2.412
5189	2	5	5	0	2.133	2.042
5191	1	7	7	0	2.499	2.111
5197	1	4	13	0	1.734	1.730
5201	2	8	17	0	2.111	2.245
5209	1	7	25	0	2.863	2.496
5215	1	4	4	0	2.232	2.276
5216	2	5	5	0	2.624	1.958
5217	0	6	6	1	2.901	1.732
5221	1	1	10	0	2.714	2.243
5222	2	2	11	0	3.360	1.760
5223	0	3	12	1	2.315	2.594
5230	1	1	19	0	2.861	1.494
5231	2	2	20	0	1.968	2.077
5233	1	4	22	0	2.400	1.895
5242	1	4	4	0	2.069	1.596
5247	0	0	9	2	2.390	1.629
5253	0	6	15	1	2.892	2.090
5254	1	7	16	0	2.210	2.207
5255	2	8	17	0	2.412	2.215
5267	2	2	2	0	2.587	2.229
5269	1	4	4	0	3.419	2.053
5272	1	7	7	0	2.738	2.443
5273	2	8	8	0	2.466	2.346
5274	0	0	9	2	1.861	2.033
5279	2	5	14	0	1.810	2.261
5283	0	0	18	2	2.680	2.012
5293	1	1	1	0	3.133	2.000
5294	2	2	2	0	2.596	2.592
5301	0	0	9	2	2.358	1.624
5307	0	6	15	1	1.393	2.129
5308	1	7	16	0	2.861	1.833
5310	0	0	18	2	2.657	2.016
5316	0	6	24	1	2.706	2.852
5323	1	4	4	0	2.379	2.637
5324	2	5	5	0	2.191	2.224
5329	1	1	10	0	2.551	1.919
5338	1	1	19	0	2.624	2.152
5350	1	4	4	0	2.873	2.324
5352	0	6	6	1	2.314	2.238
5354	2	8	8	0	1.988	2.367
5358	0	3	12	1	2.115	2.290
5366	2	2	20	0	2.298	1.704
5368	1	4	22	0	2.857	2.116
5377	1	4	4	0	2.334	2.131
5379	0	6	6	1	1.918	2.115
5385	0	3	12	1	2.705	1.873
5386	1	4	13	0	2.029	1.917
5391	0	0	18	2	2.342	2.071
5394	0	3	21	1	2.405	1.855
5395	1	4	22	0	3.053	1.610
5402	2	2	2	0	2.146	2.413
5406	0	6	6	1	2.196	2.273
5408	2	8	8	0	1.871	2.537
5410	1	1	10	0	2.452	2.137
5419	1	1	19	0	4.075	2.009
5423	2	5	23	0	2.233	2.192
5424	0	6	24	1	1.833	2.442
5426	2	8	26	0	2.412	2.365
5434	1	7	7	0	1.885	2.368
5436	0	0	9	2	1.615	1.480
5438	2	2	11	0	2.351	2.066
5449	1	4	22	0	2.384	1.497
5450	2	5	23	0	1.759	2.167
5451	0	6	24	1	1.830	2.487
5460	0	6	6	1	2.428	1.987
5465	2	2	11	0	2.530	1.897
5466	0	3	12	1	2.555	1.964
5467	1	4	13	0	2.369	1.910
5468	2	5	14	0	2.073	2.744
5469	0	6	15	1	2.377	2.087
5471	2	8	17	0	2.455	2.013
5472	0	0	18	2	2.649	1.934
5477	2	5	23	0	2.966	2.070
5479	1	7	25	0	2.691	2.059
5480	2	8	26	0	3.015	2.160
5482	1	1	1	0	2.906	2.126
5484	0	3	3	1	2.489	2.190
5485	1	4	4	0	1.753	1.870
5491	1	1	10	0	2.213	2.151
5495	2	5	14	0	2.195	1.838
5498	2	8	17	0	2.517	2.563
5501	2	2	20	0	3.052	2.091
5504	2	5	23	0	2.165	2.487
5509	1	1	1	0	3.342	2.132
5511	0	3	3	1	2.506	2.023
5512	1	4	4	0	2.363	1.902
5517	0	0	9	2	1.709	2.107
5524	1	7	16	0	2.052	2.527
5525	2	8	17	0	2.110	2.551
5537	2	2	2	0	2.173	1.937
5546	2	2	11	0	2.473	2.475
5553	0	0	18	2	1.755	1.797
5554	1	1	19	0	2.851	2.045
5556	0	3	21	1	2.543	1.858
5560	1	7	25	0	2.089	2.231
5570	2	8	8	0	3.395	2.985
5574	0	3	12	1	2.940	1.861
5581	1	1	19	0	2.418	1.995
5587	1	7	25	0	2.356	2.442
5589	0	0	0	5	2.583	1.866
5590	1	1	1	0	2.394	2.081
5597	2	8	8	0	1.841	2.718
5607	0	0	18	2	3.161	2.345
5609	2	2	20	0	3.115	2.225
5615	2	8	26	0	1.709	2.627
5631	0	6	15	1	1.238	2.265
5642	2	8	26	0	2.241	2.301
5653	1	1	10	0	2.013	2.360
5654	2	2	11	0	2.012	2.567
5657	2	5	14	0	2.801	2.979
5661	0	0	18	2	2.559	2.166
5662	1	1	19	0	2.486	2.252
5664	0	3	21	1	2.194	1.884
5665	1	4	22	0	3.162	1.959
5674	1	4	4	0	1.736	2.579
5675	2	5	5	0	3.435	2.547
5676	0	6	6	1	2.080	2.749
5685	0	6	15	1	1.937	2.177
5690	2	2	20	0	2.495	2.547
5692	1	4	22	0	2.591	2.191
5693	2	5	23	0	2.287	2.519
5694	0	6	24	1	2.256	2.555
5695	1	7	25	0	2.312	2.598
5696	2	8	26	0	2.536	2.670
5697	0	0	0	3	2.096	2.085
5702	2	5	5	0	2.760	2.883
5704	1	7	7	0	2.067	2.642
5708	2	2	11	0	3.140	2.392
5709	0	3	12	1	3.079	1.866
5716	1	1	19	0	2.685	2.104
5717	2	2	20	0	1.944	2.466
5719	1	4	22	0	1.908	1.790
5724	0	0	0	3	2.954	2.395
5727	0	3	3	1	2.329	2.304
5735	2	2	11	0	2.103	3.099
5736	0	3	12	1	3.031	1.944
5737	1	4	13	0	2.959	2.285
5738	2	5	14	0	2.217	2.506
5740	1	7	16	0	1.965	2.186
5743	1	1	19	0	2.829	2.008
5745	0	3	21	1	2.752	2.809
5750	2	8	26	0	2.519	3.054
5752	1	1	1	0	2.643	2.191
5755	1	4	4	0	2.987	2.481
5757	0	6	6	1	1.757	2.360
5759	2	8	8	0	3.087	2.920
5760	0	0	9	2	2.119	2.267
5763	0	3	12	1	2.115	1.951
5770	1	1	19	0	2.492	2.038
5771	2	2	20	0	1.926	2.493
5787	0	0	9	2	2.105	1.826
5794	1	7	16	0	2.492	2.591
5801	2	5	23	0	2.337	2.760
5804	2	8	26	0	2.323	2.702
5806	1	1	1	0	3.067	2.677
5813	2	8	8	0	2.627	2.921
5815	1	1	10	0	2.825	2.596
5819	2	5	14	0	1.881	2.510
5820	0	6	15	1	3.063	2.815
5823	0	0	18	2	2.134	2.110
5826	0	3	21	1	2.590	2.460
5832	0	0	0	6	2.386	2.358
5848	1	7	16	0	2.019	2.366
5851	1	1	19	0	2.305	2.201
5853	0	3	21	1	1.287	2.050
5854	1	4	22	0	1.498	2.056
5856	0	6	24	1	2.203	2.260
5862	0	3	3	1	2.593	1.841
5864	2	5	5	0	2.846	2.166
